name,name_en,name_ar,tourism,amenity,shop,man_made,rooms,beds,addr_city,latitude,longitude
فندق ريو الأردن,Rio Jordan Hotel,فندق ريو الأردن,hotel,,,,,,,32.0247928,35.8517311
,Gallery Hotel,,hotel,,,,,,,31.9533652,35.930026
Liv Weibdeh Hotel Suites,,,hotel,,,,,,,31.9562773,35.9284537
Nomads,,,hotel,,,,,,,31.9512863,35.9260591
La Locanda Hotel,,,hotel,,,,,,,31.9582534,35.921552
Raouche,,,hotel,,,,,,,32.005447,35.8792562
,Grand Palace Hotel,,hotel,,,,,,,31.9765956,35.9051572
فندق لو غراند عمان,,,hotel,,,,,,,31.9699613,35.905784
عمارة عمر المختار,,عمارة عمر المختار,hotel,,,,,,,31.9715817,35.91296
الكرمل للشقق الفندقية,,,hotel,,,,,,,31.972832,35.9112264
Regency Palace Hotel,Regency Palace Hotel,,hotel,,,,,,,31.9757627,35.9066233
ساندي بلاس,Sandy palace,,hotel,,,,,,,31.9686173,35.9157894
قصر جدة,,,hotel,,,,,,,31.9684671,35.9130684
Mövenpick,,,hotel,,,,,,,31.9861377,35.8645485
فندق سميراميس,Samira Miss Hotel,فندق سميراميس,hotel,,,,,,,31.9900407,35.8715063
Ibis Amman,Ibis Amman,,hotel,,,,,,,31.9903937,35.8649198
City Rose Hotel Suites,City Rose Hotel Suites,,hotel,,,,,,,31.9968144,35.8721869
فندق قصر السلطان,,فندق قصر السلطان,hotel,,,,,,,31.9146707,35.9137824
Shepherd Hotel,,,hotel,,,,,,,31.949397,35.9182325
Aljazeera Hotel,Aljazeera Hotel,,hotel,,,,,,,31.9649339,35.9147449
,The Y,,hotel,,,,,,,31.9527207,35.9194567
Delmon Suites,,,hotel,,,,,,,31.9522631,35.9029539
Red Rose Hotel and Suites,Red Rose Hotel and Suites,,hotel,,,,,,,31.9666798,35.8749827
Ocean Hotel,Ocean Hotel,,hotel,,,,,,,31.9673356,35.8748116
فندق ربوة الزهور,,,hotel,,,,,,,31.9193439,35.9239426
,Town of Mount Nebo hotel,,hotel,,,,,,,31.7604925,35.7449094
Seven Star,,Seven Star,hotel,,,,,,,31.9522066,35.8584511
,rozana,,hotel,,,,,,,31.9533489,35.8583147
,Panda Hotel,,hotel,,,,,,,31.9558478,35.8632268
Al Waleed,Al Waleed,,hotel,,,,,,,31.9579498,35.8613486
Larsa Hotel,Larsa Hotel,فندق لارسا,hotel,,,,,,,31.964693,35.8424583
Umm Qais Hotel,,,hotel,,,,,,,32.6542629,35.6837299
Spa Village Hotel,Spa Village Hotel,,hotel,,,,,,,32.6833324,35.6621926
Qalet Al Jabal Hotel,,,hotel,,,,,,,32.3294399,35.7400094
Olive Branch Resort,,,hotel,,,,,,,32.2962867,35.855107
,,,hotel,,,,,,,32.3654968,35.8099374
jerash hills,,,hotel,,,,,,,32.2903335,35.8820597
فندق الجود,,,hotel,,,,,,,32.5394793,35.8496536
العشم,,,hotel,,,,,,,32.7135994,35.73139
فندق برج الأردن,Jordan Tower Hotel,فندق برج الأردن,hotel,,,,,,,31.9516775,35.937332
فندق جوهرة الزهور,,,hotel,,,,,,,31.9186552,35.9227504
فندق المعمورة,,,hotel,,,,,,,31.9209071,35.9375884
متحف الكروان,,,hotel,,,,,,,31.9475056,35.9346321
RSCN Azraq Lodge,,,hotel,,,,,,,31.8359285,36.8075883
DAR,DAR,,hotel,,,,,,,31.9564344,35.9311551
The Boutique Hotel Amman,,The Boutique Hotel Amman,hotel,,,,,,,31.9525717,35.9306288
Art Hotel,,,hotel,,,,,,,31.9523607,35.9325286
,,,hotel,,,,,,,31.9526023,35.9320725
فندق منصور,Mansour Hotel,فندق منصور,hotel,,,,,,,31.9522852,35.9328553
Farah Hotel,Farah Hotel,,hotel,,,,,,,31.9518214,35.9329549
Abbasi Palace Hotel,,فندق القصر العباسي,hotel,,,,,,,31.9473785,35.9344544
,7 Days,,hotel,,,,,,,29.5229869,35.0033031
Nairoukh Hotel,,,hotel,,,,,,,29.5267724,35.007832
AlFares Tourist Hotel,,,hotel,,,,,,,30.8402567,35.6510176
Bait Zaman,Beit Zaman Hotel Resort,بيت زمان,hotel,,,,,,,30.3268031,35.4872291
Amman Pasha Hotel,,فندق باشا عمان,hotel,,,,,,,31.9525219,35.9378725
Seven Roses Hotel,Seven Roses Hotel,,hotel,,,,,,,31.9556742,35.8567512
Crystal Suites Hotel,Crystal Suites Hotel,,hotel,,,,,,,31.9627023,35.8828826
J Plaza Hotel,,,hotel,,,,,,,29.5283501,35.0061315
Bait Al-aqaba,,,hotel,,,,,,,29.4262846,34.979498
,,,hotel,,,,,,,29.412738,34.9783442
,,,hotel,,,,,,,29.4134295,34.9781811
فندق مارينا بلازا,Marina Plaza,فندق مارينا بلازا,hotel,,,,,,,29.4103176,34.98099
Beach Hotel,,,hotel,,,,,,,29.5264236,35.0022384
,Crystal hotel,,hotel,,,,,,,29.5261341,35.002308
Roza Beach Hotel,,,hotel,,,,,,,29.5251763,35.0023123
Sea View Hotel,,,hotel,,,,,,,29.5249416,35.0024083
My Hotel,,,hotel,,,,,,,29.5320325,35.0022779
Petra Sella,,,hotel,,,,,,,30.3201302,35.4834382
,Peace Way Hotel,,hotel,,,,,,,30.3209167,35.4808755
,My Home Petra,,hotel,,,,,,,30.322035,35.4800528
Sabaa,,,hotel,,,,,,,30.3218905,35.4800749
Petra paradise home,,,hotel,,,,,,,30.3294367,35.4798838
Moses Residence,,,hotel,,,,,,,30.321232,35.4807832
Beyond Wadi Rum Camp,,,hotel,,,,,,,29.5196249,35.4422075
,,,hotel,,,,,,,31.9899354,35.8714753
Malakot of Wadi Rum,,,hotel,,,,,,,29.8297808,35.3840952
Hospitality Palace Hotel,,,hotel,,,,,,,29.5255718,35.0022339
,,,hotel,,,,,,,30.3142506,35.4755235
,Petra House for Hospitality,,hotel,,,,,,,30.3168044,35.4762446
Asad apt.,,,hotel,,,,,,,30.3168002,35.4776681
Alena Hotel,,,hotel,,,,,,,29.5246825,35.0074436
Taj Hotel,,,hotel,,,,,,,29.5251117,35.006579
,Hotel Prestige,,hotel,,,,,,,29.5282742,35.0062517
Aquamarina 3,,,hotel,,,,,,,29.5270055,35.0100641
BARAKA AL AQABA HOTEL SUITES,,,hotel,,,,36,,العقبة,29.524301,35.0088121
,Rahayed Desert Camp,,hotel,,,,,,,29.6425682,35.5123844
Al-Joud Hotel,,,hotel,,,,,,,32.5400274,35.8495625
Amer 2,,,hotel,,,,,,,29.5288329,35.0036032
Amer Hotel 2,,,hotel,,,,,,,29.5288415,35.003617
,Petra Sky Hotel,,hotel,,,,,,,30.3191659,35.4802873
,Edom Hotel,,hotel,,,,,,,30.325722,35.4703462
Candles  hotel,,,hotel,,,,,,,30.3264258,35.471605
فندق الفراشة,,,hotel,,,,,,,32.0285906,35.8650865
Al-Safa Tourist Hotel,,,hotel,,,,,,,29.5296477,35.004388
,Amir Palace hotel,,hotel,,,,,,,29.5302637,35.0065478
شقق الياسمين المفروشه,,شقق الياسمين المفروشه,hotel,,,,,,,29.5292125,35.0070814
Oscar Hotel,,,hotel,,,,,,,30.3193371,35.472369
7 Caves house,,,hotel,,,,,,,30.5289358,35.5648239
Esperanza,,,hotel,,,,4,10,,30.3283907,35.4703447
little petra heritage village,,,hotel,,,,,,,30.3782262,35.4689882
Dana Panorama Hotel,,,hotel,,,,10,23,,30.672533,35.6110687
Dana Hotel,,,hotel,,,,,,,30.675145,35.610003
,,,hotel,,,,,,,31.9607808,35.8692749
بغداد غران هوتيل,Baghdad Grand Hotel,بغداد غران هوتيل,hotel,,,,,,,31.9517651,35.9327749
Concord Hotel,,فندق كونكورد,hotel,,,,,,,31.9526729,35.9381755
,Arjana Rotana - Amman,,hotel,,,,,,,31.9648636,35.9040935
بوليفار روتانا,,بوليفار روتانا,hotel,,,,,,,31.9646693,35.9068299
نادي ضباط الشمال,,,hotel,,,,,,,32.5517878,35.8641042
فندق راديسون بلو عمان,,,hotel,,,,,,,31.9593473,35.8623739
Petra Nights Hotel,,,hotel,,,,,,,30.3230808,35.486458
Captain's Hotel,,,hotel,,,,,,,29.5311526,35.0024414
فندق أحلى طلة,Ahla Talla Hotel,فندق أحلى طلة,hotel,,,,,,العقبة,29.5230255,35.002832
,,,hotel,,,,,,,31.9966849,35.8517447
ajnadeen,,,hotel,,,,,,,32.5321889,35.8544329
Feynan Eco Lodge,,,hotel,,,,,,,30.6395644,35.5092874
Afnan,,,hotel,,,,,,العقبة,29.5232121,35.0031676
,héritage Inn,,hotel,,,,,,,31.282369,35.7118212
,,,hotel,,,,,,,31.1823205,35.7036508
Al-Mujeb Hotel,,,hotel,,,,,,,31.1708864,35.73182
7 days,,,hotel,,,,,,,32.5383705,35.851814
البرج الازرق للشقق الفندقية - اجنحة فاخرة,,,hotel,,,,,,,31.9196094,35.9225185
Sulaf Luxury Hotel,,فندق سولاف,hotel,,,,,,,31.9875984,35.8669588
Montreal Hotel,,,hotel,,,,,,,30.5263291,35.5650009
,The City Centre Hostel,,hotel,,,,,,,29.5290162,35.0036511
Dali House,,,hotel,,,,,,,31.9550842,35.9278401
Soho Midtown Hotel,,,hotel,,,,,,,31.9556807,35.9257113
فندق جراند ستا,crand stay hotel,,hotel,,,,,,,31.9848742,35.8690623
Signia by Hilton Amman,,,hotel,,,,272,,Amman,31.9684555,35.8973019
Al-Naher Al-Khaled Hotel,,,hotel,,,,,,,29.5255111,35.004626
,Sun Set Hotel,,hotel,,,,,,,30.3252245,35.4718172
Ajloun Hotel,,,hotel,,,,,,,32.3296119,35.7344485
Silk Road Hotel,,,hotel,,,,,,,30.3253632,35.4711707
Gardenia Hotel,,,hotel,,,,,,,31.980354,35.8933286
فندق شام,Amman Paradaise Hotel,فندق شام,hotel,,,,,,,31.9754111,35.8946921
Hayat Zaman Hotel & Resort,,,hotel,,,,,,Taybeh,30.2548309,35.4598663
The Loft Hotel By Bratus,,,hotel,,,,110,,Aqaba,29.5319199,35.0028051
إربد بلازا,Irbid Plaza,إربد بلازا,hotel,,,,,,,32.5319918,35.8519312
فندق رافي,,فندق رافي,hotel,,,,,,,31.9505987,35.9368279
Karam House Inn,,,hotel,,,,15,,Aqaba,29.5289597,35.0063195
Rama Hotel,Rama Hotel,,hotel,,,,,,,31.9627173,35.8571165
Geneva Hotel,Geneva Hotel,,hotel,,,,,,,31.963401,35.8568498
Liwan Hotel,Liwan Hotel,,hotel,,,,,,,31.9558818,35.8653427
برج العرب,Arab Tower,برج العرب,hotel,,,,,,Amman,31.9513414,35.9361196
Heritage House,Heritage House,,hotel,,,,,,,31.949759,35.931086
Sun Rise Hotel,Sun Rise Hotel,,hotel,,,,,,,31.9601739,35.9181977
Rayshan Hotel,Rayshan Hotel,,hotel,,,,,,,31.9821164,35.8905315
الورده البيضاء,White Rose Hotel,الورده البيضاء,hotel,,,,,,,31.8938854,35.8411797
Misk Hotel,,,hotel,,,,,,Shmeisani,31.9801808,35.8935127
فندق فرح,Farah Hotel,فندق فرح,hotel,,,,,,,31.9529142,35.9329892
Down Town Hotel Apartments,,,hotel,,,,,,,31.9632357,35.9061987
Jabal Amman Hotel,Jabal Amman Hotel,,hotel,,,,0,,Amman,31.9495984,35.9310623
King Hussein Bin Talal Convention Center,,,hotel,,,,,,,31.7213016,35.5893474
Marriott Hotel,,,hotel,,,,,,,31.7187633,35.5866568
Merryland Hotel,New MerryLand Hotel,,hotel,,,,,,,31.9592656,35.9214877
Dana Nabil Eco Camp House,,,hotel,,,,,,,30.701205,35.5953046
,Twins Downtown Hotel,,hotel,,,,,,,31.9523341,35.9313622
,"OlD house, castle street 61110 Kerak",,hotel,,,,,,,31.1811964,35.7031667
,Petra Castle Hotel,,hotel,,,,,,,30.3243626,35.4969822
,Qastal Amman,,hotel,,,,,,,31.7350923,35.9443241
strand hotel,,,hotel,,,,,,,31.9558265,35.8701277
,Normas Hotel,,hotel,,,,,,,31.9519565,35.9316491
Hotel Philosophy,,,hotel,,,,,,,31.9520202,35.9288654
Wadi Mujib Chalets,,,hotel,,,,,,,31.4702538,35.568775
,Dana Stars Hotel,,hotel,,,,,,,30.6756042,35.6097928
,New Park,,hotel,,,,,,,31.9560647,35.9314141
,Luciana Hotel,,hotel,,,,,,,29.5257863,35.0061839
,Rahayed Desert Camp,,hotel,,,,,,,29.64334,35.5056211
jawal hotel,,,hotel,,,,,,,31.9517809,35.9367936
Petra Moon Luxury Hotel,,,hotel,,,,,,,30.3268319,35.4689982
Venus Hotel,,,hotel,,,,,,,30.3266007,35.4690892
Abu Subah Beduin Camp,,,hotel,,,,,,,29.9752327,35.3653979
Golden Rose Hotel,,,hotel,,,,,,,29.5278927,35.005595
La Casa Hotel,,,hotel,,,,,,,31.9925324,35.863659
,Rum Hotels,,hotel,,,,,,,31.9579504,35.8614748
Jewheret Alswefia Hotel Suites,,,hotel,,,,,,,31.9581879,35.8613466
Hilton Amman,,,hotel,,,,173,,Amman,31.9666803,35.899086
Beit Al Fannan,,,hotel,,,,,,,32.4504433,35.6183529
my grandfather haous,,,hotel,,,,3,,القادسية,30.677515,35.6097951
Dream House hotel,,,hotel,,,,,,,32.2797257,35.8981271
Ecolodge,,,hotel,,,,8,,,31.8717395,35.6313209
aljamalhotel,,,hotel,,,,34,,amman,32.0043118,35.8708342
,,,hotel,,,,,,,31.9792259,35.8963223
قصر سبا,,,hotel,,,,,,,31.9794487,35.8980309
Cliff Hotel,,,hotel,,,,,,Amman,31.9520272,35.9319619
Petra Palace Hotel,,,hotel,,,,,,,30.3253411,35.4719751
,RAWA’AT ALAQABA,,hotel,,,,,,,29.5257174,35.0066699
Seven Wonders Bedouin Camp,,,hotel,,,,,,Wadi Musa,30.368034,35.4619548
,,,hotel,,,,,,,32.3297287,36.3683831
Canary Hotel,,,hotel,,,,,,,31.9572222,35.9187293
Phoenix Hotel,,,hotel,,,,,,,31.7232666,35.7919099
Karak Rest House,,,hotel,,,,,,,31.1820649,35.701738
al amer palace hotel,,,hotel,,,,,,,31.9928212,35.8795924
